Account.ExternalID__c,Amount,CloseDate,CreatedDate,LeadSource,Name,StageName,Type,Difficulty__c,ExternalID__c
ACC-702,160000,2024-12-22,2022-12-10T23:55:00+0200,Other,Deliver seamless schemas,Needs Analysis,Existing Customer - Replacement,60,Opp-1120
ACC-757,174000,2024-08-05,2022-10-10T11:53:00+0200,Direct Mail,Visualize plug-and-play content,Qualification,Existing Customer - Replacement,70,Opp-1121
ACC-887,154000,2024-06-01,2020-09-03T00:13:00+0200,Other,Expedite innovative eyeballs,Needs Analysis,Existing Customer - Replacement,35,Opp-1122
ACC-398,22000,2024-11-09,2022-10-04T00:53:00+0200,Phone Inquiry,Grow transparent architectures,Id. Decision Makers,Existing Customer - Replacement,5,Opp-1123
ACC-958,72000,2024-08-07,2021-10-12T02:39:00+0200,Partner Referral,Generate distributed synergies,Needs Analysis,Existing Customer - Upgrade,0,Opp-1124
ACC-480,221000,2024-11-19,2022-10-07T20:57:00+0200,Other,Transition robust bandwidth,Proposal/Price Quote,New Customer,25,Opp-1125
ACC-511,193000,2024-05-02,2022-11-07T07:12:00+0200,Direct Mail,Harness global platforms,Negotiation/Review,New Customer,90,Opp-1126
ACC-104,40000,2025-03-12,2020-11-07T23:57:00+0200,Partner Referral,Harness world-class bandwidth,Closed Won,Existing Customer - Upgrade,5,Opp-1127
ACC-764,61000,2024-09-17,2023-06-02T15:08:00+0200,Web,Transition customized metrics,Id. Decision Makers,Existing Customer - Downgrade,80,Opp-1128
ACC-615,166000,2025-02-28,2020-03-03T06:36:00+0200,Direct Mail,Reinvent global mindshare,Value Proposition,Existing Customer - Replacement,70,Opp-1129
ACC-179,143000,2024-06-12,2022-10-13T06:47:00+0200,Trade Show,Harness one-to-one users,Value Proposition,New Customer,90,Opp-1130
ACC-996,213000,2024-10-26,2023-08-05T05:03:00+0200,Trade Show,Empower value-added communities,Negotiation/Review,Existing Customer - Downgrade,100,Opp-1131
ACC-533,166000,2024-06-09,2023-05-07T01:52:00+0200,Trade Show,Harness interactive infrastructures,Negotiation/Review,Existing Customer - Upgrade,95,Opp-1132
ACC-999,157000,2024-06-02,2022-04-03T10:23:00+0200,Trade Show,Expedite e-business relationships,Closed Lost,Existing Customer - Downgrade,30,Opp-1133
ACC-755,55000,2024-06-25,2021-05-10T15:47:00+0200,Partner Referral,Embrace end-to-end action-items,Id. Decision Makers,New Customer,5,Opp-1134
ACC-728,18000,2025-03-18,2020-01-31T20:44:00+0200,Other,Empower collaborative interfaces,Closed Lost,Existing Customer - Upgrade,15,Opp-1135
ACC-961,180000,2025-03-24,2021-06-03T16:32:00+0200,Direct Mail,Generate plug-and-play solutions,Prospecting,Existing Customer - Replacement,75,Opp-1136
ACC-863,78000,2025-03-13,2019-12-31T22:32:00+0200,Other,Synergize user-centric experiences,Prospecting,New Customer,10,Opp-1137
ACC-615,92000,2024-11-13,2022-05-09T13:38:00+0200,Web,Envisioneer cross-media roi,Needs Analysis,New Customer,55,Opp-1138
ACC-748,218000,2025-03-09,2020-03-31T12:42:00+0200,Partner Referral,Re-contextualize efficient paradigms,Negotiation/Review,Existing Customer - Downgrade,90,Opp-1139
ACC-679,13000,2025-03-20,2022-01-02T23:05:00+0200,Web,Innovate back-end architectures,Prospecting,New Customer,95,Opp-1140
ACC-946,166000,2025-01-01,2023-03-05T01:00:00+0200,Direct Mail,Envisioneer e-business mindshare,Negotiation/Review,Existing Customer - Downgrade,0,Opp-1141
ACC-452,61000,2024-08-12,2023-01-31T00:31:00+0200,Trade Show,Integrate out-of-the-box initiatives,Negotiation/Review,Existing Customer - Replacement,5,Opp-1142
ACC-144,29000,2024-08-19,2025-02-10T02:30:00+0200,Web,Brand collaborative web services,Value Proposition,Existing Customer - Downgrade,15,Opp-1143
ACC-450,51000,2025-02-21,2020-09-09T01:59:00+0200,Phone Inquiry,Revolutionize killer e-commerce,Id. Decision Makers,Existing Customer - Replacement,90,Opp-1144
ACC-296,42000,2025-01-08,2022-05-12T04:32:00+0200,Web,Seize front-end synergies,Negotiation/Review,Existing Customer - Replacement,65,Opp-1145
ACC-950,243000,2024-12-06,2025-03-05T23:32:58+0200,Trade Show,Evolve compelling relationships,Qualification,Existing Customer - Upgrade,85,Opp-1146
ACC-36,72000,2025-02-17,2025-03-05T11:03:00+0200,Web,Harness killer niches,Value Proposition,Existing Customer - Downgrade,90,Opp-1147
ACC-818,149000,2024-08-11,2020-05-07T19:12:00+0200,Partner Referral,Transform impactful niches,Closed Won,New Customer,45,Opp-1148
ACC-109,69000,2024-11-11,2021-09-01T06:42:00+0200,Partner Referral,Leverage e-business roi,Prospecting,Existing Customer - Downgrade,15,Opp-1149
ACC-416,242000,2024-06-16,2022-07-31T13:30:00+0200,Partner Referral,Benchmark plug-and-play applications,Proposal/Price Quote,New Customer,35,Opp-1150
ACC-653,41000,2024-09-07,2022-07-08T09:49:00+0200,Other,Drive one-to-one methodologies,Proposal/Price Quote,Existing Customer - Replacement,85,Opp-1151
ACC-328,168000,2024-09-01,2022-01-04T06:15:00+0200,Other,Enhance mission-critical partnerships,Qualification,Existing Customer - Upgrade,55,Opp-1152
ACC-93,138000,2025-03-07,2023-10-12T19:02:58+0200,Phone Inquiry,Empower back-end eyeballs,Negotiation/Review,Existing Customer - Upgrade,75,Opp-1153
ACC-720,24000,2024-06-08,2021-10-07T14:53:00+0200,Other,Unleash innovative eyeballs,Value Proposition,New Customer,55,Opp-1154
ACC-289,247000,2024-04-25,2020-11-11T07:54:00+0200,Trade Show,Incubate best-of-breed communities,Value Proposition,Existing Customer - Downgrade,75,Opp-1155
ACC-873,64000,2025-01-17,2020-10-11T13:05:00+0200,Direct Mail,Matrix 24/365 schemas,Closed Lost,Existing Customer - Upgrade,40,Opp-1156
ACC-514,68000,2025-02-21,2023-05-02T04:56:00+0200,Partner Referral,Deploy sticky applications,Qualification,Existing Customer - Replacement,5,Opp-1157
ACC-6,182000,2024-10-26,2024-06-06T19:27:00+0200,Other,Harness dynamic applications,Proposal/Price Quote,Existing Customer - Replacement,50,Opp-1158
ACC-930,216000,2024-08-28,2021-05-11T07:32:00+0200,Direct Mail,Enhance bricks-and-clicks architectures,Needs Analysis,Existing Customer - Upgrade,50,Opp-1159
ACC-119,32000,2025-03-15,2022-07-07T17:32:00+0200,Web,Evolve next-generation synergies,Qualification,Existing Customer - Downgrade,15,Opp-1160
ACC-840,24000,2024-09-10,2022-01-08T20:19:00+0200,Web,Matrix holistic e-commerce,Value Proposition,Existing Customer - Replacement,50,Opp-1161
ACC-50,35000,2024-09-07,2023-06-07T05:23:00+0200,Phone Inquiry,Aggregate end-to-end action-items,Negotiation/Review,New Customer,80,Opp-1162
ACC-149,20000,2024-06-18,2020-12-05T01:27:00+0200,Phone Inquiry,Revolutionize global web services,Closed Lost,Existing Customer - Replacement,60,Opp-1163
ACC-853,73000,2024-09-17,2024-10-04T17:57:00+0200,Web,Integrate synergistic infrastructures,Value Proposition,Existing Customer - Replacement,60,Opp-1164
ACC-911,87000,2024-10-17,2024-02-02T15:58:00+0200,Trade Show,Repurpose out-of-the-box portals,Qualification,Existing Customer - Upgrade,95,Opp-1165
ACC-251,105000,2024-11-10,2023-02-28T15:40:00+0200,Web,Target open-source action-items,Prospecting,Existing Customer - Downgrade,70,Opp-1166
ACC-168,236000,2024-07-27,2025-03-08T00:08:00+0200,Web,Transition revolutionary models,Value Proposition,Existing Customer - Upgrade,55,Opp-1167
ACC-902,103000,2024-09-02,2023-07-02T00:36:00+0200,Phone Inquiry,Enable value-added initiatives,Proposal/Price Quote,Existing Customer - Downgrade,10,Opp-1168
ACC-294,240000,2024-05-23,2020-01-10T07:57:00+0200,Phone Inquiry,Deploy dot-com web-readiness,Proposal/Price Quote,Existing Customer - Replacement,25,Opp-1169
ACC-121,17000,2024-09-17,2023-10-04T04:05:00+0200,Other,Mesh 24/365 paradigms,Perception Analysis,Existing Customer - Downgrade,90,Opp-1170
ACC-506,87000,2025-01-06,2023-03-11T11:32:00+0200,Partner Referral,Reinvent clicks-and-mortar vortals,Value Proposition,New Customer,55,Opp-1171
ACC-466,62000,2024-12-21,2023-10-02T12:11:00+0200,Other,Leverage synergistic architectures,Qualification,New Customer,90,Opp-1172
ACC-742,186000,2024-04-11,2024-12-04T16:20:00+0200,Direct Mail,Facilitate extensible content,Closed Lost,Existing Customer - Replacement,70,Opp-1173
ACC-203,178000,2024-04-04,2021-07-08T00:08:58+0200,Other,Deploy value-added relationships,Closed Won,Existing Customer - Upgrade,90,Opp-1174
ACC-833,203000,2025-02-10,2024-12-04T17:53:00+0200,Phone Inquiry,Productize b2b bandwidth,Closed Lost,Existing Customer - Downgrade,75,Opp-1175
ACC-410,226000,2025-02-23,2020-09-30T10:05:00+0200,Partner Referral,Embrace clicks-and-mortar interfaces,Value Proposition,New Customer,70,Opp-1176
ACC-706,65000,2025-03-05,2024-08-02T05:06:00+0200,Phone Inquiry,Visualize user-centric info-mediaries,Perception Analysis,Existing Customer - Downgrade,50,Opp-1177
ACC-87,25000,2024-06-26,2024-11-01T01:30:00+0200,Trade Show,Matrix frictionless metrics,Negotiation/Review,Existing Customer - Downgrade,10,Opp-1178
ACC-588,120000,2025-02-09,2021-11-03T01:43:00+0200,Phone Inquiry,Iterate dynamic platforms,Prospecting,New Customer,5,Opp-1179
ACC-400,219000,2024-04-10,2021-01-01T23:44:00+0200,Other,Transition synergistic solutions,Value Proposition,Existing Customer - Upgrade,55,Opp-1180
ACC-32,58000,2025-02-15,2020-08-01T07:25:00+0200,Partner Referral,Innovate granular action-items,Qualification,Existing Customer - Replacement,100,Opp-1181
ACC-384,230000,2025-01-04,2022-02-03T10:23:00+0200,Phone Inquiry,Matrix ubiquitous users,Proposal/Price Quote,Existing Customer - Replacement,85,Opp-1182
ACC-504,96000,2024-12-15,2020-02-09T14:17:00+0200,Other,Engineer innovative systems,Perception Analysis,Existing Customer - Downgrade,100,Opp-1183
ACC-850,89000,2024-08-01,2022-06-11T07:23:00+0200,Partner Referral,Incubate interactive users,Closed Won,Existing Customer - Upgrade,15,Opp-1184
ACC-287,57000,2025-02-25,2023-04-06T06:26:00+0200,Web,Synthesize scalable synergies,Value Proposition,New Customer,45,Opp-1185
ACC-384,231000,2024-12-26,2020-05-01T18:13:00+0200,Trade Show,Expedite integrated e-services,Id. Decision Makers,Existing Customer - Downgrade,85,Opp-1186
ACC-549,17000,2024-12-24,2024-10-10T06:27:00+0200,Web,Synthesize seamless bandwidth,Negotiation/Review,New Customer,5,Opp-1187
ACC-123,114000,2024-10-03,2022-08-10T07:00:00+0200,Direct Mail,E-enable 24/365 initiatives,Qualification,New Customer,100,Opp-1188
ACC-874,44000,2025-01-16,2024-08-01T14:30:00+0200,Trade Show,Enhance real-time deliverables,Negotiation/Review,Existing Customer - Upgrade,90,Opp-1189
ACC-339,134000,2024-10-28,2020-04-04T14:23:00+0200,Other,Incentivize b2c channels,Value Proposition,Existing Customer - Replacement,15,Opp-1190
ACC-111,44000,2024-12-22,2021-05-04T18:49:00+0200,Trade Show,Redefine dynamic platforms,Prospecting,Existing Customer - Replacement,15,Opp-1191
ACC-116,235000,2024-05-17,2020-07-04T21:11:00+0200,Direct Mail,Enable killer partnerships,Closed Lost,Existing Customer - Upgrade,65,Opp-1192
ACC-558,36000,2024-09-24,2024-01-02T03:31:00+0200,Other,Architect b2c portals,Perception Analysis,New Customer,10,Opp-1193
ACC-473,15000,2024-08-10,2024-01-07T04:29:00+0200,Partner Referral,Revolutionize extensible experiences,Perception Analysis,Existing Customer - Upgrade,55,Opp-1194
ACC-994,187000,2024-04-09,2023-08-11T16:38:00+0200,Trade Show,Synergize out-of-the-box methodologies,Value Proposition,New Customer,15,Opp-1195
ACC-90,244000,2024-07-31,2023-06-12T05:17:00+0200,Phone Inquiry,Leverage b2c networks,Prospecting,Existing Customer - Replacement,100,Opp-1196
ACC-865,119000,2024-06-19,2024-12-06T01:36:00+0200,Direct Mail,Redefine 24/7 supply-chains,Prospecting,Existing Customer - Upgrade,45,Opp-1197
ACC-785,238000,2024-09-23,2020-11-03T17:15:00+0200,Other,Enable proactive users,Negotiation/Review,Existing Customer - Downgrade,55,Opp-1198
ACC-121,209000,2024-10-17,2022-08-31T20:55:00+0200,Phone Inquiry,Deploy magnetic e-commerce,Needs Analysis,Existing Customer - Replacement,90,Opp-1199
ACC-98,40000,2025-01-12,2024-08-11T23:55:00+0200,Direct Mail,Benchmark strategic schemas,Negotiation/Review,New Customer,100,Opp-1200
ACC-667,194000,2024-12-21,2021-10-02T14:37:00+0200,Phone Inquiry,Disintermediate end-to-end metrics,Id. Decision Makers,Existing Customer - Replacement,10,Opp-1201
ACC-961,152000,2025-01-13,2023-09-12T01:32:00+0200,Phone Inquiry,Seize open-source e-services,Perception Analysis,Existing Customer - Downgrade,100,Opp-1202
ACC-43,10000,2024-12-27,2021-05-13T00:58:00+0200,Other,Monetize dynamic schemas,Prospecting,Existing Customer - Upgrade,35,Opp-1203
ACC-367,67000,2024-11-06,2023-03-08T21:13:00+0200,Other,Integrate proactive architectures,Negotiation/Review,New Customer,90,Opp-1204
ACC-744,137000,2025-01-26,2025-01-09T04:41:00+0200,Direct Mail,Productize bricks-and-clicks channels,Closed Won,New Customer,100,Opp-1205
ACC-273,201000,2024-11-10,2024-12-13T03:49:00+0200,Partner Referral,Deliver holistic e-markets,Closed Won,New Customer,30,Opp-1206
ACC-816,209000,2024-07-08,2020-02-29T17:10:00+0200,Direct Mail,Engineer killer web-readiness,Negotiation/Review,Existing Customer - Upgrade,80,Opp-1207
ACC-388,216000,2024-10-23,2021-04-04T14:19:00+0200,Partner Referral,Matrix world-class roi,Closed Lost,New Customer,30,Opp-1208
ACC-563,189000,2024-10-12,2021-05-31T22:18:00+0200,Web,Brand seamless e-business,Perception Analysis,Existing Customer - Replacement,75,Opp-1209
ACC-22,142000,2025-01-20,2025-02-01T12:49:00+0200,Phone Inquiry,Reinvent turn-key niches,Proposal/Price Quote,Existing Customer - Downgrade,40,Opp-1210
ACC-1,176000,2025-01-04,2024-08-08T09:53:00+0200,Trade Show,Strategize holistic bandwidth,Proposal/Price Quote,New Customer,25,Opp-1211
ACC-780,117000,2024-04-29,2024-05-05T19:57:00+0200,Web,Innovate world-class applications,Closed Won,Existing Customer - Upgrade,95,Opp-1212
ACC-234,201000,2024-09-21,2023-04-02T12:11:00+0200,Partner Referral,Strategize end-to-end portals,Prospecting,Existing Customer - Downgrade,10,Opp-1213
ACC-495,176000,2024-10-08,2023-10-03T19:38:00+0200,Phone Inquiry,Deliver customized markets,Negotiation/Review,New Customer,30,Opp-1214
ACC-796,171000,2024-11-17,2020-07-02T16:45:00+0200,Phone Inquiry,Orchestrate killer portals,Prospecting,Existing Customer - Downgrade,85,Opp-1215
ACC-727,75000,2025-01-24,2023-07-10T21:29:00+0200,Partner Referral,Optimize compelling niches,Id. Decision Makers,Existing Customer - Replacement,100,Opp-1216
ACC-56,207000,2024-10-26,2024-02-02T11:08:00+0200,Phone Inquiry,Visualize out-of-the-box bandwidth,Proposal/Price Quote,Existing Customer - Downgrade,5,Opp-1217
ACC-314,240000,2024-12-14,2024-07-09T08:19:00+0200,Trade Show,Repurpose b2c eyeballs,Id. Decision Makers,Existing Customer - Replacement,35,Opp-1218
ACC-823,105000,2024-04-01,2023-05-12T22:57:00+0200,Web,Transform compelling partnerships,Id. Decision Makers,Existing Customer - Upgrade,40,Opp-1219
ACC-605,243000,2024-04-11,2020-04-10T05:55:00+0200,Trade Show,Architect robust systems,Closed Lost,New Customer,10,Opp-1220
ACC-676,82000,2025-02-03,2021-11-07T12:58:00+0200,Partner Referral,Reinvent holistic deliverables,Value Proposition,Existing Customer - Downgrade,65,Opp-1221
ACC-154,93000,2025-01-04,2021-01-10T06:17:58+0200,Trade Show,Optimize 24/365 niches,Qualification,New Customer,20,Opp-1222
ACC-863,212000,2024-07-30,2021-05-10T19:50:00+0200,Direct Mail,Drive dynamic markets,Closed Lost,Existing Customer - Downgrade,85,Opp-1223
ACC-407,139000,2025-02-24,2023-06-30T18:15:00+0200,Phone Inquiry,Orchestrate b2c web-readiness,Perception Analysis,Existing Customer - Replacement,5,Opp-1224
ACC-758,210000,2024-11-24,2022-08-02T09:04:00+0200,Other,Aggregate plug-and-play mindshare,Proposal/Price Quote,New Customer,85,Opp-1225
ACC-857,85000,2024-05-15,2021-06-30T11:44:00+0200,Trade Show,Extend value-added functionalities,Closed Won,Existing Customer - Replacement,75,Opp-1226
ACC-57,106000,2025-02-04,2021-07-11T03:56:00+0200,Partner Referral,Architect back-end interfaces,Closed Lost,Existing Customer - Upgrade,95,Opp-1227
ACC-508,87000,2024-04-05,2023-06-10T07:54:00+0200,Other,Morph front-end models,Perception Analysis,New Customer,90,Opp-1228
ACC-492,88000,2025-03-30,2020-08-10T18:58:00+0200,Other,Unleash frictionless experiences,Qualification,Existing Customer - Replacement,40,Opp-1229
ACC-753,70000,2024-10-08,2022-10-02T08:30:00+0200,Direct Mail,Matrix real-time content,Needs Analysis,Existing Customer - Replacement,50,Opp-1230
ACC-399,66000,2024-08-26,2020-02-05T13:30:00+0200,Other,Morph cross-platform content,Perception Analysis,Existing Customer - Replacement,50,Opp-1231
ACC-60,208000,2024-10-24,2024-01-03T01:56:00+0200,Web,Drive holistic schemas,Closed Won,Existing Customer - Upgrade,75,Opp-1232
ACC-4,56000,2024-07-03,2020-10-07T14:59:00+0200,Web,Productize value-added roi,Id. Decision Makers,Existing Customer - Replacement,50,Opp-1233
ACC-982,94000,2024-06-10,2022-02-28T10:45:00+0200,Web,Maximize seamless models,Qualification,Existing Customer - Replacement,75,Opp-1234
ACC-432,214000,2024-09-10,2023-09-07T23:28:00+0200,Partner Referral,Streamline end-to-end roi,Needs Analysis,Existing Customer - Replacement,95,Opp-1235
ACC-429,37000,2025-01-26,2023-10-05T00:33:00+0200,Partner Referral,Orchestrate impactful platforms,Closed Lost,Existing Customer - Replacement,0,Opp-1236
ACC-984,114000,2024-06-13,2024-11-11T01:27:00+0200,Trade Show,Engineer next-generation schemas,Prospecting,New Customer,90,Opp-1237
ACC-762,139000,2024-11-15,2025-02-03T18:42:00+0200,Partner Referral,Evolve plug-and-play eyeballs,Negotiation/Review,Existing Customer - Downgrade,30,Opp-1238
ACC-756,22000,2024-04-03,2020-03-09T04:45:00+0200,Direct Mail,Redefine mission-critical e-markets,Value Proposition,Existing Customer - Replacement,85,Opp-1239
ACC-855,14000,2024-11-14,2023-03-01T23:37:00+0200,Direct Mail,Redefine cross-platform methodologies,Prospecting,Existing Customer - Upgrade,70,Opp-1240
ACC-137,85000,2024-06-17,2022-06-06T07:32:00+0200,Web,Morph best-of-breed portals,Perception Analysis,Existing Customer - Upgrade,15,Opp-1241
ACC-635,140000,2024-08-11,2025-03-08T00:22:00+0200,Partner Referral,Enhance real-time functionalities,Qualification,New Customer,30,Opp-1242
ACC-396,54000,2024-05-15,2021-03-06T06:35:00+0200,Partner Referral,Deliver value-added web-readiness,Needs Analysis,Existing Customer - Downgrade,80,Opp-1243
ACC-531,13000,2024-05-20,2021-03-08T19:47:00+0200,Partner Referral,Repurpose cutting-edge e-services,Prospecting,Existing Customer - Upgrade,65,Opp-1244
ACC-224,202000,2025-01-05,2020-07-11T15:17:00+0200,Other,Utilize intuitive functionalities,Proposal/Price Quote,New Customer,75,Opp-1245
ACC-945,20000,2025-03-08,2023-09-03T19:12:00+0200,Web,Exploit bricks-and-clicks e-services,Closed Lost,Existing Customer - Downgrade,95,Opp-1246
ACC-365,80000,2024-04-07,2021-04-07T19:07:00+0200,Other,Architect world-class users,Proposal/Price Quote,Existing Customer - Downgrade,0,Opp-1247
ACC-752,62000,2024-05-24,2021-12-13T07:27:00+0200,Direct Mail,Redefine impactful technologies,Perception Analysis,Existing Customer - Downgrade,90,Opp-1248
ACC-269,189000,2024-09-23,2020-05-12T20:48:00+0200,Web,Productize rich technologies,Closed Lost,Existing Customer - Upgrade,100,Opp-1249
ACC-578,205000,2025-03-03,2022-05-11T16:47:00+0200,Trade Show,Architect open-source e-commerce,Proposal/Price Quote,Existing Customer - Replacement,75,Opp-1250
ACC-704,221000,2024-07-14,2020-05-12T14:23:00+0200,Partner Referral,Incentivize viral solutions,Perception Analysis,New Customer,65,Opp-1251
ACC-207,203000,2024-10-10,2023-06-11T01:43:00+0200,Trade Show,Synergize revolutionary mindshare,Negotiation/Review,New Customer,5,Opp-1252
ACC-159,246000,2025-02-26,2023-04-02T15:20:00+0200,Web,Synergize global users,Value Proposition,Existing Customer - Replacement,90,Opp-1253
ACC-216,231000,2024-05-04,2024-09-07T12:38:00+0200,Direct Mail,Revolutionize holistic web services,Negotiation/Review,New Customer,10,Opp-1254
ACC-663,217000,2025-01-05,2021-10-09T05:08:00+0200,Trade Show,Orchestrate strategic technologies,Qualification,Existing Customer - Downgrade,10,Opp-1255
ACC-313,163000,2024-06-03,2021-04-05T18:29:00+0200,Partner Referral,Iterate vertical e-services,Qualification,Existing Customer - Upgrade,70,Opp-1256
ACC-103,63000,2024-05-22,2022-12-11T15:15:00+0200,Web,Iterate killer platforms,Closed Lost,Existing Customer - Downgrade,5,Opp-1257
ACC-813,67000,2024-05-24,2023-01-09T14:30:00+0200,Phone Inquiry,Architect 24/365 platforms,Perception Analysis,Existing Customer - Replacement,25,Opp-1258
ACC-606,36000,2025-01-31,2025-03-07T13:00:00+0200,Other,Facilitate vertical metrics,Negotiation/Review,Existing Customer - Upgrade,30,Opp-1259
ACC-575,26000,2024-09-16,2021-03-31T23:55:00+0200,Trade Show,Revolutionize web-enabled channels,Perception Analysis,New Customer,100,Opp-1260
ACC-861,27000,2024-05-08,2022-01-05T18:08:00+0200,Partner Referral,Redefine world-class deliverables,Id. Decision Makers,Existing Customer - Replacement,50,Opp-1261
ACC-814,214000,2024-12-22,2020-08-01T05:15:00+0200,Direct Mail,Leverage best-of-breed e-markets,Perception Analysis,Existing Customer - Replacement,35,Opp-1262
ACC-838,62000,2024-10-15,2022-06-12T14:23:00+0200,Trade Show,Engage cross-media web-readiness,Id. Decision Makers,Existing Customer - Downgrade,80,Opp-1263
ACC-680,241000,2025-02-27,2021-01-05T10:02:00+0200,Partner Referral,Implement scalable e-services,Closed Lost,Existing Customer - Downgrade,55,Opp-1264
ACC-921,39000,2025-01-16,2021-10-10T01:25:00+0200,Other,Engage real-time systems,Needs Analysis,Existing Customer - Replacement,15,Opp-1265
ACC-163,63000,2024-08-01,2022-10-02T07:12:00+0200,Direct Mail,Whiteboard clicks-and-mortar communities,Value Proposition,Existing Customer - Replacement,5,Opp-1266
ACC-791,164000,2024-09-10,2023-07-01T05:37:00+0200,Other,Brand collaborative eyeballs,Perception Analysis,Existing Customer - Downgrade,15,Opp-1267
ACC-127,93000,2024-09-17,2024-05-04T21:53:00+0200,Partner Referral,Transform extensible experiences,Needs Analysis,Existing Customer - Replacement,55,Opp-1268
ACC-193,191000,2024-08-15,2021-05-12T15:44:00+0200,Direct Mail,Embrace e-business vortals,Qualification,Existing Customer - Replacement,85,Opp-1269
ACC-391,214000,2025-01-11,2025-01-09T11:01:00+0200,Other,Enhance clicks-and-mortar networks,Perception Analysis,Existing Customer - Upgrade,45,Opp-1270
ACC-185,123000,2024-07-13,2021-07-05T15:36:00+0200,Trade Show,Empower end-to-end portals,Proposal/Price Quote,Existing Customer - Downgrade,45,Opp-1271
ACC-965,198000,2024-06-08,2020-11-03T13:21:00+0200,Web,Grow world-class roi,Qualification,New Customer,80,Opp-1272
ACC-556,10000,2024-11-26,2023-03-02T05:48:00+0200,Web,Unleash virtual functionalities,Closed Lost,Existing Customer - Downgrade,55,Opp-1273
ACC-504,172000,2024-05-23,2021-01-31T10:47:00+0200,Direct Mail,Mesh bricks-and-clicks web services,Prospecting,Existing Customer - Replacement,0,Opp-1274
ACC-665,106000,2024-05-13,2020-06-06T21:42:00+0200,Trade Show,Scale turn-key methodologies,Closed Lost,Existing Customer - Upgrade,60,Opp-1275
ACC-280,207000,2025-01-05,2023-05-01T10:05:00+0200,Direct Mail,Syndicate open-source niches,Value Proposition,Existing Customer - Downgrade,65,Opp-1276
ACC-607,69000,2024-04-15,2024-11-04T17:30:00+0200,Direct Mail,Aggregate bricks-and-clicks e-services,Negotiation/Review,New Customer,50,Opp-1277
ACC-571,115000,2024-04-07,2020-12-05T13:43:00+0200,Other,Scale integrated web services,Prospecting,Existing Customer - Replacement,85,Opp-1278
ACC-186,47000,2024-08-26,2020-06-03T10:05:00+0200,Partner Referral,Deploy cross-media metrics,Closed Lost,New Customer,40,Opp-1279
ACC-14,175000,2024-07-24,2022-06-07T03:53:58+0200,Phone Inquiry,Utilize next-generation markets,Prospecting,Existing Customer - Downgrade,35,Opp-1280
ACC-356,28000,2024-11-24,2020-09-09T05:17:00+0200,Web,Facilitate real-time infrastructures,Needs Analysis,Existing Customer - Downgrade,50,Opp-1281
ACC-715,48000,2024-08-21,2023-03-04T22:05:00+0200,Direct Mail,Streamline killer networks,Prospecting,Existing Customer - Downgrade,15,Opp-1282
ACC-841,185000,2025-02-18,2020-11-10T12:56:00+0200,Partner Referral,Incubate cross-platform platforms,Closed Lost,New Customer,30,Opp-1283
ACC-232,78000,2025-03-08,2024-11-10T18:04:00+0200,Web,Target value-added technologies,Needs Analysis,New Customer,55,Opp-1284
ACC-645,83000,2025-01-05,2024-08-09T14:53:00+0200,Other,Matrix leading-edge web-readiness,Needs Analysis,Existing Customer - Replacement,50,Opp-1285
ACC-211,142000,2024-06-16,2022-06-09T16:36:00+0200,Phone Inquiry,Redefine virtual systems,Perception Analysis,New Customer,35,Opp-1286
ACC-606,121000,2024-04-04,2024-04-06T07:12:00+0200,Other,Enhance sticky metrics,Perception Analysis,Existing Customer - Replacement,30,Opp-1287
ACC-110,233000,2025-01-14,2020-02-04T05:08:00+0200,Direct Mail,Morph leading-edge bandwidth,Perception Analysis,New Customer,95,Opp-1288
ACC-686,230000,2024-07-02,2022-06-02T17:19:00+0200,Partner Referral,Disintermediate 24/7 vortals,Prospecting,New Customer,75,Opp-1289
ACC-440,170000,2024-06-28,2021-12-10T20:51:00+0200,Other,Reinvent dot-com supply-chains,Needs Analysis,New Customer,80,Opp-1290
ACC-782,105000,2024-07-23,2024-01-10T01:02:00+0200,Other,Deliver web-enabled niches,Qualification,Existing Customer - Downgrade,70,Opp-1291
ACC-466,89000,2024-05-21,2022-05-07T12:29:00+0200,Direct Mail,Extend bleeding-edge users,Needs Analysis,Existing Customer - Downgrade,40,Opp-1292
ACC-451,212000,2024-05-28,2022-08-04T08:12:00+0200,Web,Facilitate mission-critical schemas,Proposal/Price Quote,Existing Customer - Replacement,65,Opp-1293
ACC-503,78000,2024-08-03,2023-06-02T18:27:00+0200,Direct Mail,Unleash value-added systems,Id. Decision Makers,Existing Customer - Upgrade,95,Opp-1294
ACC-774,102000,2025-01-26,2022-01-08T05:46:00+0200,Other,Benchmark customized e-business,Proposal/Price Quote,Existing Customer - Replacement,50,Opp-1295
ACC-876,105000,2024-08-18,2022-07-04T11:37:00+0200,Partner Referral,Visualize extensible deliverables,Qualification,New Customer,95,Opp-1296
ACC-9,116000,2025-01-26,2023-12-31T15:08:58+0200,Other,Transition extensible niches,Value Proposition,Existing Customer - Replacement,60,Opp-1297
ACC-119,31000,2024-06-02,2023-09-02T22:36:00+0200,Direct Mail,Utilize strategic info-mediaries,Qualification,Existing Customer - Replacement,15,Opp-1298
ACC-73,188000,2024-05-24,2023-11-12T06:29:00+0200,Phone Inquiry,Redefine strategic web services,Qualification,Existing Customer - Upgrade,50,Opp-1299
ACC-112,141000,2024-12-13,2021-05-04T17:14:00+0200,Direct Mail,Productize back-end web-readiness,Closed Won,Existing Customer - Upgrade,65,Opp-1300
